Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
206,20,RL,40.0,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1140,GasA,TA,Y,SBrkr,0,3,1,TA,8,Min2,1,TA,Attchd,RFn,1,349,TA,TA,Y,0,0,,0,3,WD,Normal,143900,45,45,1696,2836,1.5,30
207,20,RL,0.0,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,375,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,RFn,1,312,TA,TA,Y,355,0,,0,4,WD,Normal,141000,48,48,1825,2200,2.0,0
208,60,RL,0.0,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,92,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Attchd,Fin,2,454,TA,TA,Y,60,0,,0,4,WD,Normal,277000,19,18,3127,3219,3.5,209
209,20,RL,75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,305,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,RFn,2,504,TA,Gd,Y,0,0,,0,7,WD,Normal,145000,44,44,1879,2184,2.0,0
210,30,RL,67.0,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,396,GasA,TA,N,FuseA,0,2,1,TA,5,Typ,0,,,,0,0,,,Y,0,0,,0,4,WD,Normal,98000,83,58,1332,1728,2.0,96
211,20,RL,83.0,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1176,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,460,TA,TA,Y,100,0,,0,3,WD,Normal,186000,1,1,1248,2424,2.0,22
212,60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,78,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,644,TA,TA,Y,168,0,,0,7,New,Partial,252678,0,0,2674,2752,3.5,108
213,20,RL,43.0,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,274,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,0,,Attchd,Unf,2,576,TA,TA,Y,224,0,,0,7,WD,Normal,156000,11,11,1706,1980,1.5,0
214,60,RL,0.0,10900,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,311,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,Fin,1,299,TA,TA,Y,0,0,,450,3,WD,Normal,161750,33,33,1770,2081,1.5,36
215,20,RL,72.0,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,710,GasA,TA,Y,SBrkr,0,2,1,Gd,6,Min1,1,Fa,Attchd,Unf,1,447,TA,TA,Y,0,0,,0,5,WD,Normal,134450,49,10,1596,2306,1.5,0
216,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,490,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,,Attchd,Unf,2,484,TA,TA,Y,139,0,,0,4,WD,Normal,210000,4,4,2382,2872,3.0,98
217,70,RM,57.0,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,686,GasA,Fa,N,SBrkr,0,3,1,TA,8,Typ,0,,Detchd,Unf,1,210,TA,TA,Y,0,0,,0,9,WD,Family,107000,81,56,1328,2014,1.0,232
218,50,RL,0.0,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,457,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,2,TA,Attchd,Unf,2,431,TA,TA,Y,0,0,,0,5,WD,Normal,311500,69,2,2295,2752,2.0,269
219,120,RL,43.0,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1232,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,,Attchd,Fin,2,438,TA,TA,Y,108,0,,0,3,New,Partial,167240,1,0,1264,2496,2.0,0
220,20,RL,73.0,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1498,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,,Attchd,RFn,2,675,TA,TA,Y,351,0,,0,4,New,Partial,204900,0,0,1498,2996,2.0,33
221,60,RL,0.0,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1010,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2,390,TA,TA,Y,120,0,,0,12,ConLI,Normal,200000,7,7,2267,3277,2.5,46
222,60,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,163,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,434,TA,TA,Y,209,0,,0,2,WD,Normal,179900,31,31,2102,2265,3.5,208
224,20,RL,103.0,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2336,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,968,TA,TA,Y,248,0,,0,6,WD,Normal,386250,6,6,2448,4784,2.0,105
225,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,630,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,,Detchd,Unf,1,280,TA,TA,Y,0,0,,0,5,COD,Abnorml,112000,38,38,1302,1932,2.5,0
226,60,RL,82.0,9950,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,638,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,721,TA,TA,Y,224,0,,0,6,WD,Abnorml,290000,12,12,3085,3723,2.5,114
227,160,RM,21.0,1869,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,162,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,,Detchd,Unf,1,280,TA,TA,Y,0,0,,0,9,WD,Normal,106000,38,38,1308,1470,1.5,0
228,20,RL,70.0,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,70,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,336,TA,TA,Y,0,0,,0,5,WD,Normal,125000,43,43,1754,1824,1.0,0
229,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1357,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,430,TA,TA,Y,143,0,,0,5,WD,Normal,192500,4,3,1571,2928,2.0,20
230,20,RL,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1194,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,RFn,1,312,TA,TA,Y,0,0,,0,4,WD,Normal,148000,51,51,1194,2388,2.0,120
231,60,RL,174.0,15138,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,773,GasA,Ex,Y,SBrkr,0,4,1,Ex,9,Typ,1,TA,Attchd,Fin,3,810,TA,TA,Y,0,0,,0,7,WD,Normal,403000,14,13,3483,4256,3.5,348
232,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,483,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,1,Po,Attchd,Unf,1,288,TA,TA,Y,0,0,,0,6,WD,Normal,94500,34,34,987,1470,1.5,0
233,20,RL,75.0,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,,Attchd,Unf,1,308,TA,TA,Y,365,0,,0,2,WD,Normal,128200,34,34,1788,1788,2.0,0
234,60,RL,0.0,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,235,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,2,TA,BuiltIn,Fin,2,440,TA,TA,Y,288,0,,0,5,WD,Normal,216500,8,8,2585,2820,3.5,48
235,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,125,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,,Detchd,Unf,1,264,TA,TA,Y,0,0,,0,8,WD,Normal,89500,37,37,1345,1470,1.5,0
236,20,RL,65.0,8773,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1390,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,494,TA,TA,Y,132,0,,0,5,WD,Normal,185500,6,6,1438,2828,2.0,105
237,60,RL,0.0,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,594,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2,457,TA,TA,Y,370,0,,0,2,WD,Normal,194500,17,7,2146,2740,2.5,308
238,20,RL,93.0,12030,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1694,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,Fin,3,818,TA,TA,Y,168,0,,0,12,New,Partial,318000,0,0,1694,3388,2.0,228
239,50,RL,52.0,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,641,GasA,TA,Y,FuseA,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,220,TA,TA,Y,0,0,,0,4,WD,Normal,113000,65,60,1581,2222,1.5,140
240,20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,488,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2,750,TA,TA,Y,144,0,,0,4,WD,Normal,262500,2,2,2644,3132,3.0,168
241,30,RM,40.0,3880,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,357,GasA,Gd,Y,SBrkr,0,2,1,Gd,4,Typ,0,,,,0,0,,,Y,58,0,,0,8,WD,Normal,110500,62,10,1195,1552,1.0,42
242,50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,540,GasA,Gd,N,FuseA,0,3,1,TA,6,Typ,0,,Attchd,Unf,1,352,Fa,TA,Y,0,0,,0,4,WD,Normal,79000,106,56,1440,1980,1.0,77
243,160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1,288,TA,TA,Y,0,0,,0,4,WD,Normal,120000,29,29,1217,1843,1.5,28
244,60,RL,0.0,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,253,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,2,Fa,Attchd,RFn,2,463,TA,TA,Y,0,0,,0,5,WD,Normal,205000,16,8,2805,3058,3.5,130
245,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,916,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,604,TA,TA,Y,197,0,,0,6,WD,Normal,241500,18,18,2801,3717,2.5,39
246,190,RM,69.0,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Fa,Stone,Fa,TA,No,Unf,Unf,1020,GasA,Gd,N,FuseP,0,4,2,Fa,9,Typ,0,,Detchd,Unf,1,440,Po,Po,Y,0,0,,0,4,WD,Normal,137000,96,56,1928,2948,2.0,172
247,20,RL,75.0,11310,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1367,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,0,0,,0,6,WD,Normal,140000,52,52,1375,2742,1.0,30
249,50,RL,0.0,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,747,GasA,Gd,Y,SBrkr,0,4,1,Gd,7,Typ,2,TA,Attchd,Fin,2,389,TA,TA,Y,0,0,,500,6,WD,Normal,277000,49,1,2841,3588,2.5,98
250,30,RL,55.0,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,Po,CBlock,TA,TA,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Fa,6,Mod,0,,,,0,0,,,Y,263,0,,450,5,WD,Normal,76500,70,44,1306,2034,1.0,0
251,120,RM,44.0,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,538,TA,TA,Y,123,0,,0,12,WD,Family,235000,1,0,3198,3198,3.5,153
252,60,RL,65.0,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,520,TA,TA,Y,138,0,,0,12,WD,Normal,173000,4,4,1640,2438,2.5,45
253,80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,452,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Min1,0,,Attchd,RFn,1,309,TA,TA,Y,333,0,,0,10,CWD,Normal,158000,43,16,2152,2604,2.5,0
254,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,392,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,,Attchd,RFn,1,294,TA,TA,Y,250,0,,0,6,WD,Normal,145000,53,53,2236,2628,2.0,0
255,60,RL,66.0,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,975,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,429,TA,TA,Y,192,0,,0,2,WD,Normal,230000,7,7,2291,3266,2.5,0
256,60,FV,64.0,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,361,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2,673,TA,TA,Y,216,0,,0,5,WD,Normal,207500,5,5,2231,2592,2.5,56
257,20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,270,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,660,TA,TA,Y,123,0,,0,3,WD,Abnorml,220000,3,3,2938,3208,3.5,110
258,60,RL,80.0,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,602,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,564,TA,TA,Y,0,0,,0,5,WD,Normal,231500,7,7,2153,2755,2.5,341
259,20,RM,70.0,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,PConc,,,,,,0,GasA,Gd,Y,FuseA,0,2,1,TA,4,Typ,0,,Detchd,Unf,1,308,TA,TA,Y,0,0,,0,12,WD,Normal,97000,52,52,882,882,1.0,45
260,80,RL,120.0,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,884,TA,TA,Y,0,0,,0,5,WD,Normal,176000,47,47,2744,2744,2.0,252
261,60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482,GasA,Ex,Y,SBrkr,0,3,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,868,TA,TA,Y,0,0,,0,11,New,Partial,276000,0,0,2574,4056,2.5,148
262,80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,492,TA,TA,Y,292,0,,0,7,WD,Normal,151000,29,11,1718,1718,2.0,12
263,50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,0,GasA,TA,Y,SBrkr,390,3,1,TA,6,Typ,0,,Detchd,Unf,2,484,TA,TA,Y,0,0,,0,4,WD,Normal,130000,81,9,1852,2242,2.0,0
264,30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,GasA,Gd,N,FuseP,0,2,1,TA,4,Typ,0,,Detchd,Unf,2,504,TA,TA,N,0,0,,0,6,WD,Normal,73000,83,4,764,1444,1.0,0
265,20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,606,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,576,TA,TA,Y,276,0,,0,6,WD,Normal,175500,27,27,2238,2844,2.0,0
266,60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,88,GasA,Gd,Y,SBrkr,0,3,1,TA,8,Typ,1,TA,Attchd,Fin,2,413,TA,TA,Y,95,0,,0,6,WD,Normal,185000,9,9,2225,2313,3.5,75
267,75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,342,GasA,Ex,Y,SBrkr,420,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,262,0,,0,7,WD,Normal,179500,69,11,2150,2912,2.5,24
268,30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,212,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,1,Gd,Detchd,Fin,1,924,Ex,Ex,Y,0,0,,0,2,WD,Normal,120500,68,53,1306,1518,1.0,25
